total,species_a,species_b,n,m,potential_energy,potential_energy_per_atom,formation_energy_per_atom,strain_tension_per_a_atom,strain_compression_per_b_atom,interface_energy
9,Si,Ge,7,2,-394.9532491049563,-5.485461793124393,0.007154063733863896,0.01764071730027236,0.01376261851970284,-0.6929894762922686
9,Si,Ge,8,1,-401.49484034597583,-5.576317227027442,0.007531232041473028,0.017640717300271724,0.01376261851970284,-0.6968581483890262
10,Si,Ge,1,9,-394.49037065883914,-4.931129633235489,0.004967350137749094,0.017640717300271724,0.013762618519704025,-0.7346462608007869
10,Si,Ge,2,8,-401.03139012541106,-5.012892376567638,0.005313948795192402,0.017640717300272613,0.013762618519703729,-0.7379431584500367
10,Si,Ge,3,7,-407.57255799153717,-5.094656974894215,0.005658692458208492,0.017640717300273206,0.013762618519703349,-0.7413884556534072
10,Si,Ge,4,6,-414.11369763520145,-5.176421220440018,0.006003788901998419,0.017640717300271724,0.013762618519703432,-0.7448055303948422
10,Si,Ge,5,5,-420.65483996933995,-5.258185499616749,0.0063488517148602595,0.017640717300272966,0.013762618519704261,-0.7482252956103821
10,Si,Ge,6,4,-427.1959823050894,-5.339949778813617,0.006693914507584964,0.01764071730027202,0.01376261851970284,-0.7516450624368076
10,Si,Ge,7,3,-433.73713282103347,-5.421714160262918,0.007038875047877191,0.01764071730027236,0.013762618519703432,-0.7550730094579308
10,Si,Ge,8,2,-440.27828506352074,-5.503478563294009,0.007383814006378842,0.017640717300271724,0.01376261851970284,-0.7585026830224137
10,Si,Ge,9,1,-446.81987630454074,-5.585248453806759,0.007723265483221375,0.01764071730027202,0.01376261851970284,-0.7623713551195124
11,Si,Ge,1,10,-433.2742642816733,-4.923571185019015,0.005061312718806024,0.017640717300271724,0.013762618519704261,-0.7967397007232648
11,Si,Ge,2,9,-439.8152837482452,-4.9979009516846045,0.005376402407391497,0.017640717300272613,0.013762618519704025,-0.8000365983724578
11,Si,Ge,3,8,-446.35645161437134,-5.072232404708765,0.005689805737405477,0.017640717300273206,0.013762618519703729,-0.8034818955758851
11,Si,Ge,4,7,-452.89759125803545,-5.14656353702313,0.0060035297772161175,0.017640717300271724,0.013762618519703349,-0.8068989703172633
11,Si,Ge,5,6,-459.43873359217514,-5.2208946999110815,0.006317223243440589,0.017640717300272966,0.013762618519703432,-0.8103187355340538
11,Si,Ge,6,5,-465.97987592789707,-5.295225862817012,0.0066309166916850995,0.01764071730027202,0.013762618519704261,-0.8137385023330239
11,Si,Ge,7,4,-472.52101826364947,-5.36955702572329,0.0069446101395833825,0.01764071730027236,0.01376261851970284,-0.8171582691624621
11,Si,Ge,8,3,-479.06216877959787,-5.443888281586339,0.007258210630708397,0.017640717300271724,0.013762618519703432,-0.8205862161880191
11,Si,Ge,9,2,-485.60332102208554,-5.518219557069154,0.007571791502069012,0.01764071730027202,0.01376261851970284,-0.8240158897527863
11,Si,Ge,10,1,-492.14491226310577,-5.592555821171657,0.007880383753742105,0.01764071730027226,0.01376261851970284,-0.827884561850226
12,Si,Ge,1,11,-472.05815790450737,-4.9172724781719515,0.005139614869687392,0.017640717300271724,0.013762618519703163,-0.8588331406455723
12,Si,Ge,2,10,-478.59917737107935,-4.98540809761541,0.005428447084223483,0.017640717300272613,0.013762618519704261,-0.8621300382949357
12,Si,Ge,3,9,-485.1403452372053,-5.053545262887555,0.005715733470072,0.017640717300273206,0.013762618519704025,-0.8655753354981357
12,Si,Ge,4,8,-491.6814848808692,-5.121682134175721,0.006003313839900197,0.017640717300271724,0.013762618519703729,-0.8689924102393434
12,Si,Ge,5,7,-498.2226272150087,-5.189819033489674,0.006290866183941664,0.017640717300272966,0.013762618519703349,-0.872412175456077
12,Si,Ge,6,6,-504.76376955073215,-5.257955932820127,0.006578418511482849,0.01764071730027202,0.013762618519703432,-0.8758319422565819
12,Si,Ge,7,5,-511.30491188645726,-5.3260928321505965,0.006865970839007455,0.01764071730027236,0.013762618519704261,-0.8792517090587921
12,Si,Ge,8,4,-517.8460542222139,-5.394229731481395,0.007153523166203139,0.017640717300271724,0.01376261851970284,-0.8826714758926073
12,Si,Ge,9,3,-524.3872047381627,-5.462366716022529,0.007440990283062998,0.01764071730027202,0.013762618519703432,-0.8860994229185053
12,Si,Ge,10,2,-530.9283569806506,-5.530503718548444,0.007728439415141786,0.01764071730027226,0.01376261851970284,-0.8895290964835567
12,Si,Ge,11,1,-537.4699482216707,-5.5986452939757365,0.008011315645843306,0.01764071730027245,0.01376261851970284,-0.8933977685808259
13,Si,Ge,1,12,-510.84205152734154,-4.9119428031475145,0.005205870535817234,0.017640717300271724,0.013762618519703432,-0.9209265805680502
13,Si,Ge,2,11,-517.3830709939132,-4.974837221095319,0.005472484887699435,0.017640717300272613,0.013762618519703163,-0.9242234782169589
13,Si,Ge,3,10,-523.9242388600389,-5.037733065961913,0.0057376723207931074,0.017640717300273206,0.013762618519704261,-0.9276687754201021
13,Si,Ge,4,9,-530.4653785037029,-5.100628639458682,0.0060031311237103485,0.017640717300271724,0.013762618519704025,-0.9310858501613666
13,Si,Ge,5,8,-537.0065208378423,-5.163524238825407,0.006268564056671704,0.017640717300272966,0.013762618519703729,-0.9345056153780433
13,Si,Ge,6,7,-543.5476631735658,-5.226419838207363,0.006533996974402849,0.01764071730027202,0.013762618519703349,-0.9379253821787188
13,Si,Ge,7,6,-550.0888055092923,-5.28931543758935,0.006799429892103658,0.01764071730027236,0.013762618519703432,-0.9413451489823501
13,Si,Ge,8,5,-556.6299478450217,-5.3522110369713625,0.007064862809777686,0.017640717300271724,0.013762618519704261,-0.9447649157889373
13,Si,Ge,9,4,-563.1710901807787,-5.4151066363536415,0.007330295727184714,0.01764071730027202,0.01376261851970284,-0.948184682622923
13,Si,Ge,10,3,-569.7122406967278,-5.478002314391613,0.007595649988899867,0.01764071730027226,0.013762618519703432,-0.9516126296492757
13,Si,Ge,11,2,-576.2533929392157,-5.54089800903092,0.007860987649280286,0.01764071730027245,0.01376261851970284,-0.9550423032143271
13,Si,Ge,12,1,-582.7949841802358,-5.603797924809959,0.008122104169927296,0.01764071730027202,0.01376261851970284,-0.9589109753115963
14,Si,Ge,1,13,-549.6259451501752,-4.907374510269421,0.00526266110678973,0.017640717300271724,0.013762618519703115,-0.9830200204900166
14,Si,Ge,2,12,-556.1669646167468,-4.965776469792382,0.005510231576395646,0.017640717300272613,0.013762618519703432,-0.9863169181388685
14,Si,Ge,3,11,-562.7081324828728,-5.024179754311364,0.00575647704998009,0.017640717300273206,0.013762618519703163,-0.9897622153421253
14,Si,Ge,4,10,-569.2492721265367,-5.082582786844077,0.0060029745098333365,0.017640717300271724,0.013762618519704261,-0.9931792900833898
14,Si,Ge,5,9,-575.7904144606761,-5.1409858433988935,0.006249447947583166,0.017640717300272966,0.013762618519704025,-0.9965990553000665
14,Si,Ge,6,8,-582.3315567963994,-5.199388899967851,0.006495921371191672,0.01764071730027202,0.013762618519703729,-1.0000188221006283
14,Si,Ge,7,7,-588.872699132126,-5.257791956536839,0.006742394794770742,0.01764071730027236,0.013762618519703349,-1.0034385889043733
14,Si,Ge,8,6,-595.4138414678567,-5.3161950131058635,0.006988868218312001,0.017640717300271724,0.013762618519703432,-1.0068583557124384
14,Si,Ge,9,5,-601.9549838035866,-5.374598069674881,0.00723534164186138,0.01764071730027202,0.013762618519704261,-1.0102781225193667
14,Si,Ge,10,4,-608.4961261393439,-5.433001126244142,0.007481815065166383,0.01764071730027226,0.01376261851970284,-1.0136978893538071
14,Si,Ge,11,3,-615.0372766552929,-5.49140425585083,0.007728215451045755,0.01764071730027245,0.013762618519703432,-1.0171258363800462
14,Si,Ge,12,2,-621.5784288977808,-5.549807400873043,0.007974600421398494,0.01764071730027202,0.01376261851970284,-1.0205555099450976
14,Si,Ge,13,1,-628.1200201388009,-5.608214465525008,0.00821706576199929,0.017640717300272748,0.01376261851970284,-1.0244241820423667
15,Si,Ge,1,14,-588.4098387730089,-4.903415323108407,0.0053118796016320855,0.017640717300271724,0.013762618519703349,-1.0451134604121535
15,Si,Ge,2,13,-594.9508582395805,-4.957923818663171,0.005542945373264748,0.017640717300272613,0.013762618519703115,-1.0484103580608917
15,Si,Ge,3,12,-601.4920261057064,-5.012433550880886,0.005772774481944509,0.017640717300273206,0.013762618519703432,-1.0518556552640348
15,Si,Ge,4,11,-608.0331657493703,-5.066943047911419,0.006002838777807066,0.017640717300271724,0.013762618519703163,-1.0552727300052993
15,Si,Ge,5,10,-614.5743080835098,-5.1214525673625815,0.006232880653039767,0.017640717300272966,0.013762618519704261,-1.0586924952220897
15,Si,Ge,6,9,-621.115450419233,-5.175962086826941,0.00646292251507532,0.01764071730027202,0.013762618519704025,-1.0621122620225378
15,Si,Ge,7,8,-627.6565927549594,-5.230471606291329,0.006692964377083399,0.01764071730027236,0.013762618519703729,-1.0655320288261692
15,Si,Ge,8,7,-634.1977350906903,-5.284981125755753,0.006923006239054056,0.017640717300271724,0.013762618519703349,-1.0689517956344616
15,Si,Ge,9,6,-640.7388774264217,-5.339490645220181,0.007153048101021161,0.01764071730027202,0.013762618519703432,-1.0723715624429815
15,Si,Ge,10,5,-647.2800197621517,-5.394000164684598,0.007383089963000107,0.01764071730027226,0.013762618519704261,-1.075791329250137
15,Si,Ge,11,4,-653.8211620979089,-5.448509684149241,0.007613131824752391,0.01764071730027245,0.01376261851970284,-1.0792110960844639
15,Si,Ge,12,3,-660.362312613858,-5.50301927178215,0.007843105518238384,0.01764071730027202,0.013762618519703432,-1.0826390431108166
15,Si,Ge,13,2,-666.9034648563459,-5.557528873802882,0.00807306482390094,0.017640717300272748,0.01376261851970284,-1.086068716675868
15,Si,Ge,14,1,-673.4450560973662,-5.612042134144718,0.008299365808460735,0.01764071730027033,0.01376261851970284,-1.0899373887731372
16,Si,Ge,1,15,-627.1937323958426,-4.8999510343425206,0.0053549457846200355,0.017640717300271724,0.013762618519702603,-1.1072069003346314
16,Si,Ge,2,14,-633.7347518624142,-4.951052748925111,0.005571569945524324,0.017640717300272613,0.013762618519703349,-1.1105037979830286
16,Si,Ge,3,13,-640.2759197285401,-5.002155622879219,0.005787034734912488,0.017640717300273206,0.013762618519703115,-1.113949095186058
16,Si,Ge,4,12,-646.817059372204,-5.0532582763453435,0.0060027200122836355,0.017640717300271724,0.013762618519703432,-1.1173661699273225
16,Si,Ge,5,11,-653.3582017063435,-5.1043609508308085,0.006218384270313848,0.017640717300272966,0.013762618519703163,-1.1207859351439993
16,Si,Ge,6,10,-659.8993440420667,-5.155463625328646,0.0064340485159726235,0.01764071730027202,0.013762618519704261,-1.124205701944561
16,Si,Ge,7,9,-666.4404863777935,-5.206566299826512,0.006649712761602533,0.01764071730027236,0.013762618519704025,-1.1276254687485334
16,Si,Ge,8,8,-672.981628713524,-5.257668974324406,0.006865377007203577,0.017640717300271724,0.013762618519703729,-1.1310452355563712
16,Si,Ge,9,7,-679.5227710492552,-5.308771648822306,0.0070810412527984035,0.01764071730027202,0.013762618519703349,-1.1344650023650047
16,Si,Ge,10,6,-686.0639133849867,-5.359874323320208,0.00729670549839212,0.01764071730027226,0.013762618519703432,-1.1378847691736382
16,Si,Ge,11,5,-692.6050557207167,-5.410976997818099,0.0075123697439973824,0.01764071730027245,0.013762618519704261,-1.1413045359807938
16,Si,Ge,12,4,-699.1461980564741,-5.462079672316204,0.007728033989387928,0.01764071730027202,0.01376261851970284,-1.144724302815348
16,Si,Ge,13,3,-705.687348572423,-5.513182410722055,0.007943634327031934,0.017640717300272748,0.013762618519703432,-1.148152249841587
16,Si,Ge,14,2,-712.2285008149111,-5.564285162616493,0.00815922117609058,0.01764071730027033,0.01376261851970284,-1.1515819234065248
16,Si,Ge,15,1,-718.7700920559313,-5.615391344186963,0.008371378349115388,0.01764071730026823,0.01376261851970284,-1.1554505955036802
17,Si,Ge,1,16,-665.9776260186762,-4.896894308960855,0.005392945357844697,0.017640717300271724,0.01376261851970284,-1.1693003402569957
17,Si,Ge,2,15,-672.5186454852478,-4.944990040332705,0.005596826921049569,0.017640717300272613,0.013762618519702603,-1.1725972379053928
17,Si,Ge,3,14,-679.0598133513738,-4.993086862877749,0.005799617311060288,0.017640717300273206,0.013762618519703349,-1.1760425351083086
17,Si,Ge,4,13,-685.6009529950377,-5.0411834779046885,0.006002615219174726,0.017640717300271724,0.013762618519703115,-1.179459609849232
17,Si,Ge,5,12,-692.1420953291772,-5.089280112714539,0.006205593344379632,0.017640717300272966,0.013762618519703432,-1.1828793750660225
17,Si,Ge,6,11,-698.6832376649005,-5.137376747536033,0.006408571457939579,0.01764071730027202,0.013762618519703163,-1.1862991418665843
17,Si,Ge,7,10,-705.2243800006271,-5.185473382357552,0.006611549571475701,0.01764071730027236,0.013762618519704261,-1.189718908670443
17,Si,Ge,8,9,-711.7655223363578,-5.233570017179101,0.006814527684980894,0.017640717300271724,0.013762618519704025,-1.193138675478508
17,Si,Ge,9,8,-718.3066646720889,-5.281666652000654,0.007017505798482743,0.01764071730027202,0.013762618519703729,-1.196558442287028
17,Si,Ge,10,7,-724.8478070078203,-5.329763286822208,0.0072204839119833384,0.01764071730027226,0.013762618519703349,-1.1999782090957751
17,Si,Ge,11,6,-731.3889493435518,-5.377859921643763,0.007423462025483307,0.01764071730027245,0.013762618519703432,-1.2033979759044087
17,Si,Ge,12,5,-737.9300916792819,-5.425956556465308,0.007626440138992888,0.01764071730027202,0.013762618519704261,-1.206817742711678
17,Si,Ge,13,4,-744.4712340150388,-5.47405319128705,0.00782941825230498,0.017640717300272748,0.01376261851970284,-1.2102375095457774
17,Si,Ge,14,3,-751.0123845309884,-5.522149886257267,0.008032336217143055,0.01764071730027033,0.013762618519703432,-1.2136654565723575
17,Si,Ge,15,2,-757.5535367734761,-5.570246593922619,0.008235241486846146,0.01764071730026823,0.01376261851970284,-1.2170951301370678
17,Si,Ge,16,1,-764.0951280144966,-5.618346529518357,0.00843491882616194,0.01764071730026817,0.01376261851970284,-1.2209638022345644
18,Si,Ge,1,17,-704.7615196415101,-4.8941772197327085,0.0054267227562650395,0.017640717300271724,0.013762618519703885,-1.2313937801795873
18,Si,Ge,2,16,-711.3025391080815,-4.939600966028344,0.005619277565960108,0.017640717300272613,0.01376261851970284,-1.2346906778278708
18,Si,Ge,3,15,-717.8437069742075,-4.9850257428764415,0.005810801823192453,0.017640717300273206,0.013762618519702603,-1.2381359750307865
18,Si,Ge,4,14,-724.3848466178714,-5.030450323735218,0.006002522069744189,0.017640717300271724,0.013762618519703349,-1.241553049771369
18,Si,Ge,5,13,-730.9259889520108,-5.075874923277853,0.006194223632438896,0.017640717300272966,0.013762618519703115,-1.244972814987932
18,Si,Ge,6,12,-737.4671312877341,-5.121299522831487,0.006385925184134401,0.01764071730027202,0.013762618519703432,-1.2483925817884938
18,Si,Ge,7,11,-744.0082736234609,-5.166724122385145,0.006577626735805432,0.01764071730027236,0.013762618519703163,-1.2518123485925798
18,Si,Ge,8,10,-750.5494159591916,-5.2121487219388305,0.00676932828744962,0.017640717300271724,0.013762618519704261,-1.255232115400645
18,Si,Ge,9,9,-757.0905582949227,-5.257573321492519,0.006961029839090255,0.01764071730027202,0.013762618519704025,-1.2586518822091648
18,Si,Ge,10,8,-763.6317006306541,-5.3029979210462095,0.007152731390729706,0.01764071730027226,0.013762618519703729,-1.262071649017912
18,Si,Ge,11,7,-770.1728429663852,-5.348422520599898,0.007344432942370737,0.01764071730027245,0.013762618519703349,-1.2654914158264319
18,Si,Ge,12,6,-776.7139853021168,-5.393847120153589,0.007536134494008411,0.01764071730027202,0.013762618519703432,-1.268911182635179
18,Si,Ge,13,5,-783.2551276378467,-5.439271719707269,0.007727836045657928,0.017640717300272748,0.013762618519704261,-1.272330949442221
18,Si,Ge,14,4,-789.7962699736044,-5.4846963192611415,0.007919537597115401,0.01764071730027033,0.01376261851970284,-1.2757507162767752
18,Si,Ge,15,3,-796.3374204895537,-5.530120975621901,0.008111182341685483,0.01764071730026823,0.013762618519703432,-1.279178663303128
18,Si,Ge,16,2,-802.8785727320417,-5.575545643972512,0.008302815096403491,0.01764071730026817,0.01376261851970284,-1.2826083368681793
18,Si,Ge,17,1,-809.4201639730621,-5.620973360924043,0.00849139925020174,0.01764071730026561,0.01376261851970284,-1.2864770089653348
19,Si,Ge,1,18,-743.5454132643438,-4.891746139896998,0.005456944639063684,0.017640717300271724,0.013762618519704025,-1.2934872201020653
19,Si,Ge,2,17,-750.0864327309152,-4.93477916270339,0.005639364985089095,0.017640717300272613,0.013762618519703885,-1.2967841177503487
19,Si,Ge,3,16,-756.6276005970411,-4.977813161822639,0.005820809018258076,0.017640717300273206,0.01376261851970284,-1.3002294149531508
19,Si,Ge,4,15,-763.168740240705,-5.020846975267796,0.006002438725518364,0.017640717300271724,0.013762618519702603,-1.3036464896937332
19,Si,Ge,5,14,-769.7098825748445,-5.063880806413451,0.006184050732280274,0.017640717300272966,0.013762618519703349,-1.307066254910069
19,Si,Ge,6,13,-776.2510249105677,-5.106914637569524,0.006365662728624506,0.01764071730027202,0.013762618519703115,-1.3104860217102896
19,Si,Ge,7,12,-782.7921672462946,-5.149948468725623,0.006547274724943682,0.01764071730027236,0.013762618519703432,-1.313905788514603
19,Si,Ge,8,11,-789.3333095820253,-5.192982299881746,0.006728886721237802,0.017640717300271724,0.013762618519703163,-1.3173255553226682
19,Si,Ge,9,10,-795.8744519177563,-5.236016131037871,0.006910498717530052,0.01764071730027202,0.013762618519704261,-1.3207453221310743
19,Si,Ge,10,9,-802.4155942534877,-5.279049962193998,0.007092110713820058,0.01764071730027226,0.013762618519704025,-1.3241650889398215
19,Si,Ge,11,8,-808.956736589219,-5.322083793350124,0.007273722710110812,0.01764071730027245,0.013762618519703729,-1.327584855748455
19,Si,Ge,12,7,-815.4978789249503,-5.365117624506252,0.007455334706400444,0.01764071730027202,0.013762618519703349,-1.3310046225572023
19,Si,Ge,13,6,-822.0390212606819,-5.408151455662381,0.007636946702688768,0.017640717300272748,0.013762618519703432,-1.3344243893659495
19,Si,Ge,14,5,-828.5801635964124,-5.451185286818503,0.007818558698985319,0.01764071730027033,0.013762618519704261,-1.3378441561733325
19,Si,Ge,15,4,-835.1213059321697,-5.494219117974801,0.008000170695104421,0.01764071730026823,0.01376261851970284,-1.3412639230075456
19,Si,Ge,16,3,-841.662456448119,-5.537253002948151,0.008181728874170813,0.01764071730026817,0.013762618519703432,-1.344691870034012
19,Si,Ge,17,2,-848.203608690607,-5.580286899280309,0.008363275694429979,0.01764071730026561,0.01376261851970284,-1.3481215435987224
19,Si,Ge,18,1,-854.7451999316274,-5.623323683760707,0.008541934366449374,0.017640717300264126,0.01376261851970284,-1.3519902156959915
20,Si,Ge,1,19,-782.3293068871774,-4.889558168044859,0.0054841443335824636,0.017640717300271724,0.013762618519703401,-1.3555806600244296
20,Si,Ge,2,18,-788.870326353749,-4.930439539710931,0.005657443662307316,0.017640717300272613,0.013762618519704025,-1.3588775576728267
20,Si,Ge,3,17,-795.4114942198747,-4.971321838874217,0.005829815493817137,0.017640717300273206,0.013762618519703885,-1.362322854875515
20,Si,Ge,4,16,-801.9526338635387,-5.012203961647117,0.0060023637157136985,0.017640717300271724,0.01376261851970284,-1.3657399296162112
20,Si,Ge,5,15,-808.4937761976782,-5.053086101235489,0.006174895122138225,0.017640717300272966,0.013762618519702603,-1.3691596948325468
20,Si,Ge,6,14,-815.0349185334014,-5.0939682408337585,0.0063474265186648894,0.01764071730027202,0.013762618519703349,-1.3725794616325402
20,Si,Ge,7,13,-821.5760608691286,-5.134850380432054,0.006519957915166685,0.01764071730027236,0.013762618519703115,-1.3759992284368536
20,Si,Ge,8,12,-828.1172032048589,-5.175732520030368,0.006692489311648231,0.017640717300271724,0.013762618519703432,-1.3794189952445777
20,Si,Ge,9,11,-834.6583455405901,-5.2166146596286875,0.006865020708124803,0.01764071730027202,0.013762618519703163,-1.3828387620529838
20,Si,Ge,10,10,-841.1994878763215,-5.25749679922701,0.007037552104599954,0.01764071730027226,0.013762618519704261,-1.3862585288619584
20,Si,Ge,11,9,-847.7406302120527,-5.298378938825329,0.0072100835010768805,0.01764071730027245,0.013762618519704025,-1.3896782956704783
20,Si,Ge,12,8,-854.2817725477842,-5.339261078423651,0.007382614897551321,0.01764071730027202,0.013762618519703729,-1.3930980624793392
20,Si,Ge,13,7,-860.8229148835155,-5.380143218021972,0.007555146294026471,0.017640717300272748,0.013762618519703349,-1.3965178292880864
20,Si,Ge,14,6,-867.3640572192473,-5.421025357620296,0.007727677690499668,0.01764071730027033,0.013762618519703432,-1.3999375960968337
20,Si,Ge,15,5,-873.9051995549776,-5.4619074972186095,0.007900209086982102,0.01764071730026823,0.013762618519704261,-1.4033573629039893
20,Si,Ge,16,4,-880.446341890735,-5.502789636817093,0.008072740483294538,0.01764071730026817,0.01376261851970284,-1.4067771297385434
20,Si,Ge,17,3,-886.9874924066843,-5.543671827541777,0.008245220753407612,0.01764071730026561,0.013762618519703432,-1.410205076764555
20,Si,Ge,18,2,-893.5286446491723,-5.584554029057327,0.008417690232653818,0.017640717300264126,0.01376261851970284,-1.4136347503293791
20,Si,Ge,19,1,-900.0702358901927,-5.625438974313704,0.008587415971072954,0.017640717300263543,0.01376261851970284,-1.4175034224268757
21,Si,Ge,1,20,-821.1132005100111,-4.887578574464352,0.005508753581004217,0.017640717300271724,0.01376261851970284,-1.4176740999467938
21,Si,Ge,2,19,-827.6542199765827,-4.9265132141463255,0.005673800560740817,0.017640717300272613,0.013762618519703401,-1.4209709975953047
21,Si,Ge,3,18,-834.1953878427086,-4.9654487371589795,0.005837964209798467,0.017640717300273206,0.013762618519704025,-1.4244162947981067
21,Si,Ge,4,17,-840.7365274863724,-5.004384092180788,0.006002295849699955,0.017640717300271724,0.013762618519703885,-1.4278333695386891
21,Si,Ge,5,16,-847.277669820512,-5.043319463217333,0.00616661147486617,0.017640717300272966,0.01376261851970284,-1.4312531347550248
21,Si,Ge,6,15,-853.8188121562354,-5.082254834263305,0.006330927090604497,0.01764071730027202,0.013762618519702603,-1.4346729015552455
21,Si,Ge,7,14,-860.3599544919621,-5.121190205309298,0.0064952427063232,0.01764071730027236,0.013762618519703349,-1.4380926683587631
21,Si,Ge,8,13,-866.901096827693,-5.160125576355315,0.006659558322016865,0.017640717300271724,0.013762618519703115,-1.441512435166942
21,Si,Ge,9,12,-873.442239163424,-5.199060947401334,0.0068238739377095145,0.01764071730027202,0.013762618519703432,-1.4449322019752344
21,Si,Ge,10,11,-879.9833814991555,-5.237996318447354,0.006988189553399796,0.01764071730027226,0.013762618519703163,-1.4483519687840953
21,Si,Ge,11,10,-886.5245238348868,-5.276931689493374,0.007152505169091093,0.01764071730027245,0.013762618519704261,-1.4517717355929562
21,Si,Ge,12,9,-893.0656661706181,-5.315867060539394,0.007316820784782389,0.01764071730027202,0.013762618519704025,-1.4551915024015898
21,Si,Ge,13,8,-899.6068085063491,-5.354802431585411,0.007481136400475039,0.017640717300272748,0.013762618519703729,-1.458611269209996
